2002.29;0.00;178.90
2002.35;23.73;102.47
2002.62;-53.28;83.09
2002.71;47.70;97.19
2002.79;69.45;61.82
2002.87;-62.09;58.68
2002.96;-44.13;59.19
2003.04;-48.98;64.73
2003.12;-197.10;48.10
2003.20;-166.29;42.95
2003.29;-37.85;43.58
2003.36;4.35;48.24
2003.54;-121.19;37.86
2003.62;-115.75;39.87
2003.71;-123.78;39.61
2003.79;-40.57;40.19
2003.87;-100.22;40.89
2003.96;-265.54;39.82
2004.02;-325.30;43.72
2004.13;-484.91;40.46
2004.21;-333.09;37.97
2004.29;-380.13;37.56
2004.37;-149.52;38.36
2004.46;-182.15;37.47
2004.54;-306.74;34.08
2004.62;-160.16;35.44
2004.71;-155.78;36.20
2004.79;-79.17;33.33
2004.87;-221.32;36.02
2004.96;-300.19;35.33
2005.04;-387.30;33.76
2005.12;-449.18;35.22
2005.20;-399.98;34.97
2005.29;-245.96;34.30
2005.37;-223.86;35.04
2005.46;-199.50;35.16
2005.54;-153.63;33.88
2005.62;-203.51;34.19
2005.71;-106.88;33.91
2005.79;-99.45;33.17
2005.87;-53.29;33.08
2005.96;-157.54;38.45
2006.04;-219.59;34.46
2006.12;-312.83;35.03
2006.20;-177.68;35.19
2006.29;-152.75;35.23
2006.37;-74.84;35.51
2006.45;-44.40;37.90
2006.54;-93.24;37.37
2006.62;-2.55;36.14
2006.71;-15.14;37.96
2006.79;-90.04;37.00
2006.87;-83.03;36.85
2006.96;-228.71;37.92
2007.04;-433.15;38.38
2007.12;-423.62;37.94
2007.20;-355.01;37.66
2007.29;-330.09;37.77
2007.37;-172.92;37.57
2007.45;-185.40;38.38
2007.54;-262.06;37.52
2007.62;-224.87;39.45
2007.71;-151.81;39.17
2007.79;-241.16;39.51
2007.87;-433.48;40.82
2007.96;-515.91;39.77
2008.04;-723.67;39.43
2008.12;-602.65;41.45
2008.21;-734.66;40.25
2008.29;-556.95;42.17
2008.37;-468.20;40.75
2008.46;-551.81;40.38
2008.54;-645.65;40.84
2008.62;-597.24;40.15
2008.71;-436.39;40.44
2008.79;-527.02;39.48
2008.87;-514.93;40.89
2008.96;-619.00;40.43
2009.04;-700.92;39.60
2009.12;-675.60;39.72
2009.20;-612.26;39.33
2009.29;-573.94;36.58
2009.37;-547.67;35.97
2009.46;-535.09;35.73
2009.54;-432.54;36.75
2009.62;-462.55;34.71
2009.71;-475.68;33.67
2009.79;-530.90;33.92
2009.87;-516.80;33.46
2009.96;-626.83;33.43
2010.04;-797.52;33.03
2010.12;-802.68;32.76
2010.20;-684.50;34.51
2010.29;-754.41;32.20
2010.37;-775.77;32.63
2010.45;-792.00;38.44
2010.54;-992.01;35.63
2010.62;-918.97;34.62
2010.71;-840.98;36.40
2010.79;-872.70;38.44
2010.87;-892.90;39.59
2010.95;-905.71;40.67
2011.13;-996.76;43.16
2011.20;-1011.75;41.62
2011.29;-1023.06;41.22
2011.37;-958.05;40.16
2011.54;-904.51;42.75
2011.62;-919.99;40.50
2011.71;-831.76;39.71
2011.79;-877.03;38.98
2011.83;-872.87;39.28
2012.00;-1140.55;39.05
2012.04;-1070.62;37.63
2012.12;-1133.83;38.79
2012.21;-1110.61;37.12
2012.26;-1050.35;43.32
2012.46;-1086.82;39.99
2012.54;-1053.30;38.80
2012.62;-973.87;37.70
2012.70;-938.80;41.16
2012.88;-1061.60;41.62
2012.96;-1110.11;39.53
2013.04;-1279.21;38.98
2013.12;-1387.40;40.16
2013.30;-1128.97;41.36
2013.37;-1229.96;37.57
2013.46;-1238.45;38.44
2013.54;-1199.97;37.79
